"","fecha","rank","artista","cancion"
"408",2017-10-14,8,"Imagine Dragons","Feel It Still"
"409",2017-10-14,9,"Yo Gotti Featuring Nicki Minaj","Believer"
"410",2017-10-14,10,"Demi Lovato","Rake It Up"
"411",2017-10-14,11,"Charlie Puth","Sorry Not Sorry"
"412",2017-10-14,12,"Liam Payne Featuring Quavo","Attention"
"413",2017-10-14,13,"Niall Horan","Strip That Down"
"414",2017-10-14,14,"Sam Smith","Slow Hands"
"415",2017-10-14,15,"21 Savage","Too Good At Goodbyes"
"416",2017-10-14,16,"Shawn Mendes","Bank Account"
"417",2017-10-14,17,"Imagine Dragons","There's Nothing Holdin' Me Back"
"418",2017-10-14,18,"DJ Khaled Featuring Rihanna & Bryson Tiller","Thunder"
"419",2017-10-14,19,"Ed Sheeran","Wild Thoughts"
"420",2017-10-14,20,"Maroon 5 Featuring SZA","Shape Of You"
"421",2017-10-14,21,"J Balvin & Willy William Featuring Beyonce","What Lovers Do"
"422",2017-10-14,22,"Bruno Mars","Mi Gente"
"423",2017-10-14,23,"Gucci Mane Featuring Migos","That's What I Like"
"424",2017-10-14,24,"Kesha","I Get The Bag"
"425",2017-10-14,25,"Khalid","Praying"
"426",2017-10-14,26,"Sam Hunt","Young Dumb & Broke"
"427",2017-10-14,27,"Lil Uzi Vert","Body Like A Back Road"
"428",2017-10-14,28,"Kendrick Lamar","XO TOUR Llif3"
"429",2017-10-14,29,"P!nk","Humble."
"430",2017-10-14,30,"The Chainsmokers & Coldplay","What About Us"
"431",2017-10-14,31,"Kane Brown Featuring Lauren Alaina","Something Just Like This"
"432",2017-10-14,32,"SZA Featuring Travis Scott","What Ifs"
"433",2017-10-14,33,"Khalid","Love Galore"
"434",2017-10-14,34,"James Arthur","Location"
"435",2017-10-14,35,"Post Malone Featuring Quavo","Say You Won't Let Go"
"436",2017-10-14,36,"Justin Bieber + BloodPop","Congratulations"
"437",2017-10-14,37,"Dustin Lynch","Friends"
"438",2017-10-14,38,"Kendrick Lamar Featuring Rihanna","Small Town Boy"
"439",2017-10-14,39,"Taylor Swift","Loyalty."
"440",2017-10-14,40,"Luke Combs","...Ready For It?"
"441",2017-10-14,41,"Cheat Codes Featuring Demi Lovato","When It Rains It Pours"
"442",2017-10-14,42,"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne","No Promises"
"443",2017-10-14,43,"Childish Gambino","I'm The One"
"444",2017-10-14,44,"Camila Cabello Featuring Young Thug","Redbone"
"445",2017-10-14,45,"GoldLink Featuring Brent Faiyaz & Shy Glizzy","Havana"
"446",2017-10-14,46,"blackbear","Crew"
"447",2017-10-14,47,"Zedd & Alessia Cara","Do Re Mi"
"448",2017-10-14,48,"Dua Lipa","Stay"
"449",2017-10-14,49,"Macklemore Featuring Skylar Grey","New Rules"
"450",2017-10-14,50,"SZA","Glorious"
"451",2017-10-14,51,"Thomas Rhett","The Weekend"
"452",2017-10-14,52,"Lil Pump","Unforgettable"
"453",2017-10-14,53,"Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean","Gucci Gang"
"454",2017-10-14,54,"Travis Scott","Feels"
"455",2017-10-14,55,"Marshmello Featuring Khalid","Butterfly Effect"
"456",2017-10-14,56,"Jon Pardi","Silence"
"457",2017-10-14,57,"Halsey","Heartache On The Dance Floor"
"458",2017-10-14,58,"Ed Sheeran","Bad At Love"
"459",2017-10-14,59,"Tay-K","Perfect"
"460",2017-10-14,60,"Lil Uzi Vert Featuring Nicki Minaj","The Race"
"461",2017-10-14,61,"Kodak Black Featuring XXXTENTACION","The Way Life Goes"
"462",2017-10-14,62,"Kodak Black","Roll In Peace"
"463",2017-10-14,63,"Kenny Chesney","Transportin'"
"464",2017-10-14,64,"XXXTENTACION","All The Pretty Girls"
"465",2017-10-14,65,"Post Malone","Jocelyn Flores"
"466",2017-10-14,66,"2 Chainz Featuring Ty Dolla $ign, Trey Songz & Jhene Aiko","I Fall Apart"
"467",2017-10-14,67,"BTS","It's A Vibe"
"468",2017-10-14,68,"XXXTENTACION Featuring Trippie Redd","DNA"
"469",2017-10-14,69,"Zayn Featuring Sia","F**k Love"
"470",2017-10-14,70,"Macklemore Featuring Kesha","Dusk Till Dawn"
"471",2017-10-14,71,"LANCO","Good Old Days"
"472",2017-10-14,72,"Carly Pearce","Greatest Love Story"
"473",2017-10-14,73,"Jason Aldean","Every Little Thing"
"474",2017-10-14,74,"Kelly Clarkson","They Don't Know"
"475",2017-10-14,75,"Chris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black","Love So Soft"
"476",2017-10-14,76,"Wisin Featuring Ozuna","Pills And Automobiles"
"477",2017-10-14,77,"Jacquees","Escapate Conmigo"
"478",2017-10-14,78,"G-Eazy Featuring A$AP Rocky & Cardi B","B.E.D."
"479",2017-10-14,79,"Lil Uzi Vert","No Limit"
"480",2017-10-14,80,"Maluma","Sauce It Up"
"481",2017-10-14,81,"Chris Janson","Felices Los 4"
"482",2017-10-14,82,"Luke Bryan","Fix A Drink"
"483",2017-10-14,83,"Blake Shelton","Light It Up"
"484",2017-10-14,84,"Kip Moore","I'll Name The Dogs"
"485",2017-10-14,85,"Old Dominion","More Girls Like You"
"486",2017-10-14,86,"Maren Morris","No Such Thing As A Broken Heart"
"487",2017-10-14,87,"Young Thug Featuring Future","I Could Use A Love Song"
"488",2017-10-14,88,"Louis Tomlinson Featuring Bebe Rexha & Digital Farm Animals","Relationship"
"489",2017-10-14,89,"Brothers Osborne","Back To You"
"490",2017-10-14,90,"Meek Mill Featuring Chris Brown & Ty Dolla $ign","It Ain't My Fault"
"491",2017-10-14,91,"Chris Brown","Whatever You Need"
"492",2017-10-14,92,"Gucci Mane Featuring The Weeknd","Questions"
"493",2017-10-14,93,"Billy Currington","Curve"
"494",2017-10-14,94,"Chris Young","Do I Make You Wanna"
"495",2017-10-14,95,"Brett Young","Losing Sleep"
"496",2017-10-14,96,"Selena Gomez Featuring Gucci Mane","Like I Loved You"
"497",2017-10-14,97,"Eric Church","Fetish"
"498",2017-10-14,98,"A$AP Ferg Featuring Nicki Minaj","Round Here Buzz"
"499",2017-10-14,99,"The Revivalists","Plain Jane"
"500",2017-10-14,100,"Post Malone","Wish I Knew You"
"501",2017-10-21,1,"Cardi B","Cardi B & NFL Star Stefon Diggs Get Cozy at New York Knicks Game Amid Dating Rumors"
"502",2017-10-21,2,"Post Malone Featuring 21 Savage","Bodak Yellow (Money Moves)"
"503",2017-10-21,3,"J Balvin & Willy William Featuring Beyonce","Rockstar"
"504",2017-10-21,4,"Logic Featuring Alessia Cara & Khalid","Mi Gente"
"505",2017-10-21,5,"Taylor Swift","1-800-273-8255"
"506",2017-10-21,6,"Portugal. The Man","Look What You Made Me Do"
"507",2017-10-21,7,"Imagine Dragons","Feel It Still"
"508",2017-10-21,8,"Demi Lovato","Thunder"
"509",2017-10-21,9,"Luis Fonsi & Daddy Yankee Featuring Justin Bieber","Sorry Not Sorry"
"510",2017-10-21,10,"French Montana Featuring Swae Lee","Despacito"
"511",2017-10-21,11,"Imagine Dragons","Unforgettable"
"512",2017-10-21,12,"Yo Gotti Featuring Nicki Minaj","Believer"
"513",2017-10-21,13,"Sam Smith","Rake It Up"
"514",2017-10-21,14,"Liam Payne Featuring Quavo","Too Good At Goodbyes"
"515",2017-10-21,15,"Charlie Puth","Strip That Down"
"516",2017-10-21,16,"21 Savage","Attention"
"517",2017-10-21,17,"Shawn Mendes","Bank Account"
"518",2017-10-21,18,"Niall Horan","There's Nothing Holdin' Me Back"
"519",2017-10-21,19,"Maroon 5 Featuring SZA","Slow Hands"
"520",2017-10-21,20,"Ed Sheeran","What Lovers Do"
"521",2017-10-21,21,"DJ Khaled Featuring Rihanna & Bryson Tiller","Shape Of You"
"522",2017-10-21,22,"Kendrick Lamar","Wild Thoughts"
"523",2017-10-21,23,"Bruno Mars","Humble."
"524",2017-10-21,24,"Gucci Mane Featuring Migos","That's What I Like"
"525",2017-10-21,25,"P!nk","I Get The Bag"
"526",2017-10-21,26,"Kesha","What About Us"
"527",2017-10-21,27,"Khalid","Praying"
"528",2017-10-21,28,"Kane Brown Featuring Lauren Alaina","Young Dumb & Broke"
"529",2017-10-21,29,"Camila Cabello Featuring Young Thug","What Ifs"
"530",2017-10-21,30,"Lil Uzi Vert","Havana"
"531",2017-10-21,31,"Sam Hunt","XO TOUR Llif3"
"532",2017-10-21,32,"The Chainsmokers & Coldplay","Body Like A Back Road"
"533",2017-10-21,33,"SZA Featuring Travis Scott","Something Just Like This"
"534",2017-10-21,34,"Ed Sheeran","Love Galore"
"535",2017-10-21,35,"Post Malone Featuring Quavo","Perfect"
"536",2017-10-21,36,"Khalid","Congratulations"
"537",2017-10-21,37,"James Arthur","Location"
"538",2017-10-21,38,"Cheat Codes Featuring Demi Lovato","Say You Won't Let Go"
"539",2017-10-21,39,"Post Malone","No Promises"
"540",2017-10-21,40,"Luke Combs","I Fall Apart"
"541",2017-10-21,41,"blackbear","When It Rains It Pours"
"542",2017-10-21,42,"Dua Lipa","Do Re Mi"
"543",2017-10-21,43,"Dustin Lynch","New Rules"
"544",2017-10-21,44,"Kendrick Lamar Featuring Rihanna","Small Town Boy"
"545",2017-10-21,45,"GoldLink Featuring Brent Faiyaz & Shy Glizzy","Loyalty."
"546",2017-10-21,46,"Lil Pump","Crew"
"547",2017-10-21,47,"Taylor Swift","Gucci Gang"
"548",2017-10-21,48,"SZA","...Ready For It?"
"549",2017-10-21,49,"Halsey","The Weekend"
"550",2017-10-21,50,"Childish Gambino","Bad At Love"
"551",2017-10-21,51,"Thomas Rhett","Redbone"
"552",2017-10-21,52,"Travis Scott","Unforgettable"
"553",2017-10-21,53,"Marshmello Featuring Khalid","Butterfly Effect"
"554",2017-10-21,54,"Justin Bieber + BloodPop","Silence"
"555",2017-10-21,55,"Macklemore Featuring Skylar Grey","Friends"
"556",2017-10-21,56,"Kodak Black Featuring XXXTENTACION","Glorious"
"557",2017-10-21,57,"Lil Uzi Vert Featuring Nicki Minaj","Roll In Peace"
"558",2017-10-21,58,"Tay-K","The Way Life Goes"
"559",2017-10-21,59,"G-Eazy Featuring A$AP Rocky & Cardi B","The Race"
"560",2017-10-21,60,"Kodak Black","No Limit"
"561",2017-10-21,61,"Jon Pardi","Transportin'"
"562",2017-10-21,62,"XXXTENTACION","Heartache On The Dance Floor"
"563",2017-10-21,63,"Kenny Chesney","Jocelyn Flores"
"564",2017-10-21,64,"2 Chainz Featuring Ty Dolla $ign, Trey Songz & Jhene Aiko","All The Pretty Girls"
"565",2017-10-21,65,"LANCO","It's A Vibe"
"566",2017-10-21,66,"Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean","Greatest Love Story"
"567",2017-10-21,67,"Jason Aldean","Feels"
"568",2017-10-21,68,"Bhad Bhabie","They Don't Know"
"569",2017-10-21,69,"Chris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black","Hi Bich"
"570",2017-10-21,70,"Zayn Featuring Sia","Pills And Automobiles"
"571",2017-10-21,71,"Carly Pearce","Dusk Till Dawn"
"572",2017-10-21,72,"Kelly Clarkson","Every Little Thing"
"573",2017-10-21,73,"XXXTENTACION Featuring Trippie Redd","Love So Soft"
"574",2017-10-21,74,"A Boogie Wit da Hoodie","F**k Love"
"575",2017-10-21,75,"A Boogie Wit da Hoodie","No Promises"
"576",2017-10-21,76,"Wisin Featuring Ozuna","Say A'"
"577",2017-10-21,77,"Jacquees","Escapate Conmigo"
"578",2017-10-21,78,"Young Thug Featuring Future","B.E.D."
"579",2017-10-21,79,"Lil Uzi Vert","Relationship"
"580",2017-10-21,80,"Luke Bryan","Sauce It Up"
"581",2017-10-21,81,"Kip Moore","Light It Up"
"582",2017-10-21,82,"Chris Janson","More Girls Like You"
"583",2017-10-21,83,"Blake Shelton","Fix A Drink"
"584",2017-10-21,84,"A Boogie Wit da Hoodie Featuring 21 Savage","I'll Name The Dogs"
"585",2017-10-21,85,"Maren Morris","Undefeated"
"586",2017-10-21,86,"A Boogie Wit da Hoodie Featuring PnB Rock & YoungBoy Never Broke Again","I Could Use A Love Song"
"587",2017-10-21,87,"BTS","Beast Mode"
"588",2017-10-21,88,"Brothers Osborne","DNA"
"589",2017-10-21,89,"Chris Brown","It Ain't My Fault"
"590",2017-10-21,90,"Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt","Questions"
"591",2017-10-21,91,"Brett Young","Let Me Go"
"592",2017-10-21,92,"Old Dominion","Like I Loved You"
"593",2017-10-21,93,"Billy Currington","No Such Thing As A Broken Heart"
"594",2017-10-21,94,"Chris Young","Do I Make You Wanna"
"595",2017-10-21,95,"Post Malone","Losing Sleep"
"596",2017-10-21,96,"Miguel Featuring Travis Scott","Go Flex"
"597",2017-10-21,97,"A$AP Ferg Featuring Nicki Minaj","Sky Walker"
"598",2017-10-21,98,"Florida Georgia Line","Plain Jane"
"599",2017-10-21,99,"Eric Church","Smooth"
"600",2017-10-21,100,"Meek Mill Featuring Chris Brown & Ty Dolla $ign","Round Here Buzz"
"601",2017-10-28,1,"Post Malone Featuring 21 Savage","Rockstar"
"602",2017-10-28,2,"Cardi B","Bodak Yellow (Money Moves)"
"603",2017-10-28,3,"Logic Featuring Alessia Cara & Khalid","1-800-273-8255"
"604",2017-10-28,4,"Taylor Swift","Look What You Made Me Do"
"605",2017-10-28,5,"Portugal. The Man","Feel It Still"
"606",2017-10-28,6,"J Balvin & Willy William Featuring Beyonce","Mi Gente"
"607",2017-10-28,7,"Sam Smith","Too Good At Goodbyes"
"608",2017-10-28,8,"Imagine Dragons","Thunder"
"609",2017-10-28,9,"Demi Lovato","Sorry Not Sorry"
"610",2017-10-28,10,"French Montana Featuring Swae Lee","Unforgettable"
"611",2017-10-28,11,"Luis Fonsi & Daddy Yankee Featuring Justin Bieber","Despacito"
"612",2017-10-28,12,"Charlie Puth","Attention"
"613",2017-10-28,13,"Imagine Dragons","Believer"
"614",2017-10-28,14,"21 Savage","Bank Account"
"615",2017-10-28,15,"Yo Gotti Featuring Nicki Minaj","Rake It Up"
"616",2017-10-28,16,"Liam Payne Featuring Quavo","Strip That Down"
"617",2017-10-28,17,"Maroon 5 Featuring SZA","What Lovers Do"
"618",2017-10-28,18,"Ed Sheeran","Shape Of You"
"619",2017-10-28,19,"Shawn Mendes","There's Nothing Holdin' Me Back"
"620",2017-10-28,20,"Lin-Manuel Miranda Featuring Artists For Puerto Rico","Almost Like Praying"
"621",2017-10-28,21,"Niall Horan","Slow Hands"
"622",2017-10-28,22,"Ed Sheeran","Perfect"
"623",2017-10-28,23,"P!nk","What About Us"
"624",2017-10-28,24,"Gucci Mane Featuring Migos","I Get The Bag"
"625",2017-10-28,25,"DJ Khaled Featuring Rihanna & Bryson Tiller","Wild Thoughts"
"626",2017-10-28,26,"Camila Cabello Featuring Young Thug","Havana"
"627",2017-10-28,27,"Kane Brown Featuring Lauren Alaina","What Ifs"
"628",2017-10-28,28,"Kesha","Praying"
"629",2017-10-28,29,"Khalid","Young Dumb & Broke"
"630",2017-10-28,30,"Bruno Mars","That's What I Like"
"631",2017-10-28,31,"Post Malone","I Fall Apart"
"632",2017-10-28,32,"Lil Pump","Gucci Gang"
"633",2017-10-28,33,"Kendrick Lamar","Humble."
"634",2017-10-28,34,"The Chainsmokers & Coldplay","Something Just Like This"
"635",2017-10-28,35,"Lil Uzi Vert","XO TOUR Llif3"
"636",2017-10-28,36,"SZA Featuring Travis Scott","Love Galore"
"637",2017-10-28,37,"Post Malone Featuring Quavo","Congratulations"
"638",2017-10-28,38,"Sam Hunt","Body Like A Back Road"
"639",2017-10-28,39,"Luke Combs","When It Rains It Pours"
"640",2017-10-28,40,"Halsey","Bad At Love"
"641",2017-10-28,41,"Khalid","Location"
"642",2017-10-28,42,"James Arthur","Say You Won't Let Go"
"643",2017-10-28,43,"Cheat Codes Featuring Demi Lovato","No Promises"
"644",2017-10-28,44,"Dua Lipa","New Rules"
"645",2017-10-28,45,"blackbear","Do Re Mi"
"646",2017-10-28,46,"GoldLink Featuring Brent Faiyaz & Shy Glizzy","Crew"
"647",2017-10-28,47,"SZA","The Weekend"
"648",2017-10-28,48,"Kendrick Lamar Featuring Rihanna","Loyalty."
"649",2017-10-28,49,"Thomas Rhett","Unforgettable"
"650",2017-10-28,50,"Dustin Lynch","Small Town Boy"
"651",2017-10-28,51,"G-Eazy Featuring A$AP Rocky & Cardi B","No Limit"
"652",2017-10-28,52,"Travis Scott","Butterfly Effect"
"653",2017-10-28,53,"Taylor Swift","...Ready For It?"
"654",2017-10-28,54,"Marshmello Featuring Khalid","Silence"
"655",2017-10-28,55,"Sam Smith Featuring Logic","Pray"
"656",2017-10-28,56,"Tay-K","The Race"
"657",2017-10-28,57,"Lil Uzi Vert Featuring Nicki Minaj","The Way Life Goes"
"658",2017-10-28,58,"Kodak Black Featuring XXXTENTACION","Roll In Peace"
"659",2017-10-28,59,"Chris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black","Pills And Automobiles"
"660",2017-10-28,60,"Charlie Puth","How Long"
"661",2017-10-28,61,"LANCO","Greatest Love Story"
"662",2017-10-28,62,"XXXTENTACION","Jocelyn Flores"
"663",2017-10-28,63,"Kodak Black","Transportin'"
"664",2017-10-28,64,"Macklemore Featuring Skylar Grey","Glorious"
"665",2017-10-28,65,"Carly Pearce","Every Little Thing"
"666",2017-10-28,66,"Young Thug Featuring Future","Relationship"
"667",2017-10-28,67,"Jon Pardi","Heartache On The Dance Floor"
"668",2017-10-28,68,"2 Chainz Featuring Ty Dolla $ign, Trey Songz & Jhene Aiko","It's A Vibe"
"669",2017-10-28,69,"Kenny Chesney","All The Pretty Girls"
"670",2017-10-28,70,"Kelly Clarkson","Love So Soft"
"671",2017-10-28,71,"Zayn Featuring Sia","Dusk Till Dawn"
"672",2017-10-28,72,"Kane Brown","Heaven"
"673",2017-10-28,73,"Justin Bieber + BloodPop","Friends"
"674",2017-10-28,74,"XXXTENTACION Featuring Trippie Redd","F**k Love"
"675",2017-10-28,75,"Luke Bryan","Light It Up"
"676",2017-10-28,76,"Wisin Featuring Ozuna","Escapate Conmigo"
"677",2017-10-28,77,"Kip Moore","More Girls Like You"
"678",2017-10-28,78,"Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean","Feels"
"679",2017-10-28,79,"Jason Aldean","They Don't Know"
"680",2017-10-28,80,"Jacquees","B.E.D."
"681",2017-10-28,81,"Chris Janson","Fix A Drink"
"682",2017-10-28,82,"Blake Shelton","I'll Name The Dogs"
"683",2017-10-28,83,"Maren Morris","I Could Use A Love Song"
"684",2017-10-28,84,"Brett Young","Like I Loved You"
"685",2017-10-28,85,"Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt","Let Me Go"
"686",2017-10-28,86,"A$AP Ferg Featuring Nicki Minaj","Plain Jane"
"687",2017-10-28,87,"Lil Uzi Vert","Sauce It Up"
"688",2017-10-28,88,"Post Malone","Go Flex"
"689",2017-10-28,89,"Chris Brown","Questions"
"690",2017-10-28,90,"Miguel Featuring Travis Scott","Sky Walker"
"691",2017-10-28,91,"Maren Morris Featuring Vince Gill","Dear Hate"
"692",2017-10-28,92,"Chris Young","Losing Sleep"
"693",2017-10-28,93,"A Boogie Wit da Hoodie","No Promises"
"694",2017-10-28,94,"A Boogie Wit da Hoodie","Say A'"
"695",2017-10-28,95,"MAX Featuring gnash","Lights Down Low"
"696",2017-10-28,96,"Eric Church","Round Here Buzz"
"697",2017-10-28,97,"Quavo, Takeoff & Offset","Too Hotty"
"698",2017-10-28,98,"BTS","DNA"
"699",2017-10-28,99,"Florida Georgia Line","Smooth"
"700",2017-10-28,100,"Billy Currington","Do I Make You Wanna"
"701",2017-11-04,1,"Post Malone Featuring 21 Savage","Rockstar"
"702",2017-11-04,2,"Cardi B","Bodak Yellow (Money Moves)"
"703",2017-11-04,3,"Logic Featuring Alessia Cara & Khalid","1-800-273-8255"
"704",2017-11-04,4,"Portugal. The Man","Feel It Still"
"705",2017-11-04,5,"Imagine Dragons","Thunder"
"706",2017-11-04,6,"J Balvin & Willy William Featuring Beyonce","Mi Gente"
"707",2017-11-04,7,"Demi Lovato","Sorry Not Sorry"
"708",2017-11-04,8,"Sam Smith","Too Good At Goodbyes"
"709",2017-11-04,9,"French Montana Featuring Swae Lee","Unforgettable"
"710",2017-11-04,10,"Taylor Swift","Look What You Made Me Do"
"711",2017-11-04,11,"Gucci Mane Featuring Migos","I Get The Bag"
"712",2017-11-04,12,"Charlie Puth","Attention"
"713",2017-11-04,13,"P!nk","What About Us"
"714",2017-11-04,14,"Imagine Dragons","Believer"
"715",2017-11-04,15,"Luis Fonsi & Daddy Yankee Featuring Justin Bieber","Despacito"
"716",2017-11-04,16,"21 Savage","Bank Account"
"717",2017-11-04,17,"Yo Gotti Featuring Nicki Minaj","Rake It Up"
"718",2017-11-04,18,"Ed Sheeran","Perfect"
"719",2017-11-04,19,"Maroon 5 Featuring SZA","What Lovers Do"
"720",2017-11-04,20,"Camila Cabello Featuring Young Thug","Havana"
"721",2017-11-04,21,"Liam Payne Featuring Quavo","Strip That Down"
"722",2017-11-04,22,"Ed Sheeran","Shape Of You"
"723",2017-11-04,23,"Shawn Mendes","There's Nothing Holdin' Me Back"
"724",2017-11-04,24,"Niall Horan","Slow Hands"
"725",2017-11-04,25,"Khalid","Young Dumb & Broke"
"726",2017-11-04,26,"Kane Brown Featuring Lauren Alaina","What Ifs"
"727",2017-11-04,27,"Lil Pump","Gucci Gang"
"728",2017-11-04,28,"Kesha","Praying"
"729",2017-11-04,29,"Post Malone","I Fall Apart"
"730",2017-11-04,30,"Bruno Mars","That's What I Like"
"731",2017-11-04,31,"DJ Khaled Featuring Rihanna & Bryson Tiller","Wild Thoughts"
"732",2017-11-04,32,"Halsey","Bad At Love"
"733",2017-11-04,33,"Luke Combs","When It Rains It Pours"
"734",2017-11-04,34,"Post Malone Featuring Quavo","Congratulations"
"735",2017-11-04,35,"Kendrick Lamar","Humble."
"736",2017-11-04,36,"Lil Uzi Vert","XO TOUR Llif3"
"737",2017-11-04,37,"The Chainsmokers & Coldplay","Something Just Like This"
"738",2017-11-04,38,"Dua Lipa","New Rules"
"739",2017-11-04,39,"Sam Hunt","Body Like A Back Road"
"740",2017-11-04,40,"blackbear","Do Re Mi"
"741",2017-11-04,41,"SZA Featuring Travis Scott","Love Galore"
"742",2017-11-04,42,"G-Eazy Featuring A$AP Rocky & Cardi B","No Limit"
"743",2017-11-04,43,"Khalid","Location"
"744",2017-11-04,44,"Marshmello Featuring Khalid","Silence"
"745",2017-11-04,45,"SZA","The Weekend"
"746",2017-11-04,46,"James Arthur","Say You Won't Let Go"
"747",2017-11-04,47,"GoldLink Featuring Brent Faiyaz & Shy Glizzy","Crew"
"748",2017-11-04,48,"Thomas Rhett","Unforgettable"
"749",2017-11-04,49,"Cheat Codes Featuring Demi Lovato","No Promises"
"750",2017-11-04,50,"Carly Pearce","Every Little Thing"
"751",2017-11-04,51,"Travis Scott","Butterfly Effect"
"752",2017-11-04,52,"Taylor Swift","...Ready For It?"
"753",2017-11-04,53,"Dustin Lynch","Small Town Boy"
"754",2017-11-04,54,"LANCO","Greatest Love Story"
"755",2017-11-04,55,"Chris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black","Pills And Automobiles"
"756",2017-11-04,56,"Lil Uzi Vert Featuring Nicki Minaj","The Way Life Goes"
"757",2017-11-04,57,"Kodak Black Featuring XXXTENTACION","Roll In Peace"
